mpg,cylinders,displacement,horsepower,weight,acceleration,model year,origin,car name
22,6,198,95,2833,15.5,2018,1,Hyunda Santa Fe
18,6,199,97,2774,15.5,2018,1,Mercedes M Class
21,6,200,85,2587,16,2018,1,Mercedes V Class
27,4,97,88,2130,14.5,2018,3,Mercedes CL Class
26,4,97,46,1835,20.5,2018,2,audi A3
25,4,110,87,2672,17.5,2018,2,BMW 3 Series
24,4,107,90,2430,14.5,2018,2,Ford Fiesta
25,4,104,95,2375,17.5,2018,2,audi Q3
26,4,121,113,2234,12.5,2018,2,BMW 1 Series
21,6,199,90,2648,15,2018,1,Ford Kuga
10,8,360,215,4615,14,2018,1,audi A1
10,8,307,200,4376,15,2018,1,BMW 5 Series
11,8,318,210,4382,13.5,2018,1,Ford EcoSport
9,8,304,193,4732,18.5,2018,1,audi A6
27,4,97,88,2130,14.5,2018,3,BMW 6 Series
28,4,140,90,2264,15.5,2018,1,Ford Puma
25,4,113,95,2228,14,2018,3,audi A4
25,4,98,112,2046,19,2018,1,BMW 7 Series
19,6,232,100,2634,13,2018,1,Ford C-MAX
16,6,225,105,3439,15.5,2018,1,audi Q5
17,6,250,100,3329,15.5,2018,1,BMW 2 Series
19,6,250,88,3302,15.5,2018,1,Ford Ka+
18,6,232,100,3288,15.5,2018,1,audi A5
14,8,350,165,4209,12,2018,1,BMW X3
14,8,400,175,4464,11.5,2018,1,Ford Tourneo Custom
14,8,351,153,4154,13.5,2018,1,audi S4
14,8,318,150,4096,13,2018,1,BMW 4 Series
12,8,383,180,4955,11.5,2018,1,Ford B-MAX
13,8,400,170,4746,12,2018,1,vw T-Roc+II1196:I1216
13,8,400,175,5140,12,2018,1,Vauxhal Corsa
18,6,258,110,2962,13.5,2018,1,Vauxhal Astra
22,4,140,72,2408,19,2018,1,vw golf
19,6,250,100,3282,15,2018,1,vw polo
18,6,250,88,3139,14.5,2018,1,Ford Focus 
23,4,122,86,2220,14,2018,1,merc C Class
28,4,116,90,2123,14,2018,2,Toyota Yaris
30,4,79,70,2074,19.5,2018,2,Skoda Fabia
30,4,88,76,2065,14.5,2018,2,Toyota GT86
31,4,71,65,1773,19,2018,3,Skoda Octavia
35,4,72,69,1613,18,2018,3,Toyota Aygo
27,4,97,60,1834,19,2018,2,Mercedes C Class
26,4,91,70,1955,20.5,2018,1,Skoda Citigo
24,4,113,95,2278,15.5,2018,3,Mercedes A Class
25,4,97.5,80,2126,17,2018,1,Toyota Corolla
23,4,97,54,2254,23.5,2018,2,Skoda Yeti Outdoor
20,4,140,90,2408,19.5,2018,1,Toyota RAV4
21,4,122,86,2226,16.5,2018,1,Mercedes SLK
13,8,350,165,4274,12,2018,1,Skoda Superb
14,8,400,175,4385,12,2018,1,Hyundai Tucson
15,8,318,150,4135,13.5,2018,1,Mercede S Class
14,8,351,153,4129,13,2018,1,Skoda Kodiaq
17,8,304,150,3672,11.5,2018,1,Hyunda I10
11,8,429,208,4633,11,2018,1,Mercedes SL CLASS
13,8,350,155,4502,13.5,2018,1,Skoda Rapid
12,8,350,160,4456,13.5,2018,1,Hyunda I20
13,8,400,190,4422,12.5,2018,1,Mercedes G Class
19,3,70,97,2330,13.5,2018,3,Skoda Yeti
15,8,304,150,3892,12.5,2018,1,Hyunda IX35
13,8,307,130,4098,14,2018,1,Mercedes GLE Class
13,8,302,140,4294,16,2018,1,Skoda Fabia
14,8,318,150,4077,14,2018,1,Hyunda I40
18,4,121,112,2933,14.5,2018,2,Mercedes GLA Class
22,4,121,76,2511,18,2018,2,Skoda Scala
21,4,120,87,2979,19.5,2018,2,Hyundai Kona
26,4,96,69,2189,18,2018,2,Mercedes GLC Class
22,4,122,86,2395,16,2018,1,Skoda Karoq
28,4,97,92,2288,17,2018,3,Hyunda Veloster
23,4,120,97,2506,14.5,2018,3,Mercedes B Class
28,4,98,80,2164,15,2018,1,Skoda Kodiaq
27,4,97,88,2100,16.5,2018,3,Hyunda Ioniq
13,8,350,175,4100,13,2018,1,Mercedes E Class
14,8,304,150,3672,11.5,2018,1,Skoda Citigo
13,8,350,145,3988,13,2018,1,Hyundai I800
14,8,302,137,4042,14.5,2018,1,Mercedes CLA Class
15,8,318,150,3777,12.5,2018,1,Skoda Kamiq
12,8,429,198,4952,11.5,2018,1,Hyunda Santa Fe
13,8,400,150,4464,12,2018,1,Mercedes M Class
13,8,351,158,4363,13,2018,1,Mercedes V Class
14,8,318,150,4237,14.5,2018,1,Mercedes CL Class
13,8,440,215,4735,11,2018,1,audi A3
12,8,455,225,4951,11,2018,1,BMW 3 Series
13,8,360,175,3821,11,2018,1,Ford Fiesta
18,6,225,105,3121,16.5,2018,1,audi Q3
16,6,250,100,3278,18,2018,1,BMW 1 Series
18,6,232,100,2945,16,2018,1,Ford Kuga
18,6,250,88,3021,16.5,2018,1,audi A1
23,6,198,95,2904,16,2018,1,vw T-Roc+II1196:I1216
26,4,97,46,1950,21,2018,2,Vauxhal Corsa
11,8,400,150,4997,14,2018,1,Vauxhal Astra
12,8,400,167,4906,12.5,2018,1,vw golf
13,8,360,170,4654,13,2018,1,vw polo
12,8,350,180,4499,12.5,2018,1,Ford Focus 
18,6,232,100,2789,15,2018,1,merc C Class
20,4,97,88,2279,19,2018,3,Toyota Yaris
21,4,140,72,2401,19.5,2018,1,Skoda Fabia
22,4,108,94,2379,16.5,2018,3,Toyota GT86
18,3,70,90,2124,13.5,2018,3,Skoda Octavia
19,4,122,85,2310,18.5,2018,1,Toyota Aygo
21,6,155,107,2472,14,2018,1,Mercedes C Class
26,4,98,90,2265,15.5,2018,2,Skoda Citigo
15,8,350,145,4082,13,2018,1,Mercedes A Class
16,8,400,230,4278,9.5,2018,1,Toyota Corolla
29,4,68,49,1867,19.5,2018,2,Skoda Yeti Outdoor
24,4,116,75,2158,15.5,2018,2,Toyota RAV4
20,4,114,91,2582,14,2018,2,Mercedes SLK
19,4,121,112,2868,15.5,2018,2,Skoda Superb
15,8,318,150,3399,11,2018,1,Hyundai Tucson
24,4,121,110,2660,14,2018,2,Mercede S Class
20,6,156,122,2807,13.5,2018,3,Skoda Kodiaq
11,8,350,180,3664,11,2018,1,Hyunda I10
20,6,198,95,3102,16.5,2018,1,Mercedes SL CLASS
21,6,200,118,2875,17,2018,1,Skoda Rapid
19,6,232,100,2901,16,2018,1,Hyunda I20
15,6,250,100,3336,17,2018,1,Mercedes G Class
31,4,79,67,1950,19,2018,3,Skoda Yeti
26,4,122,80,2451,16.5,2018,1,Hyunda IX35
32,4,71,65,1836,21,2018,3,Mercedes GLE Class
25,4,140,75,2542,17,2018,1,Skoda Fabia
16,6,250,100,3781,17,2018,1,Hyunda I40
16,6,258,110,3632,18,2018,1,Mercedes GLA Class
18,6,225,105,3613,16.5,2018,1,Skoda Scala
16,8,302,140,4141,14,2018,1,Hyundai Kona
13,8,350,150,4699,14.5,2018,1,Mercedes GLC Class
14,8,318,150,4457,13.5,2018,1,Skoda Karoq
14,8,302,140,4638,16,2018,1,Hyunda Veloster
14,8,304,150,4257,15.5,2018,1,Mercedes B Class
29,4,98,83,2219,16.5,2018,2,Skoda Kodiaq
26,4,79,67,1963,15.5,2018,2,Hyunda Ioniq
26,4,97,78,2300,14.5,2018,2,Mercedes E Class
31,4,76,52,1649,16.5,2018,3,Skoda Citigo
32,4,83,61,2003,19,2018,3,Hyundai I800
28,4,90,75,2125,14.5,2018,1,Mercedes CLA Class
24,4,90,75,2108,15.5,2018,2,Skoda Kamiq
26,4,116,75,2246,14,2018,2,Hyunda Santa Fe
24,4,120,97,2489,15,2018,3,Mercedes M Class
26,4,108,93,2391,15.5,2018,3,Mercedes V Class
31,4,79,67,2000,16,2018,2,Mercedes CL Class
19,6,225,95,3264,16,2018,1,audi A3
18,6,250,105,3459,16,2018,1,BMW 3 Series
15,6,250,72,3432,21,2018,1,Ford Fiesta
15,6,250,72,3158,19.5,2018,1,audi Q3
16,8,400,170,4668,11.5,2018,1,BMW 1 Series
15,8,350,145,4440,14,2018,1,Ford Kuga
16,8,318,150,4498,14.5,2018,1,audi A1
14,8,351,148,4657,13.5,2018,1,BMW 5 Series
17,6,231,110,3907,21,2018,1,Ford EcoSport
16,6,250,105,3897,18.5,2018,1,audi A6
15,6,258,110,3730,19,2018,1,BMW 6 Series
18,6,225,95,3785,19,2018,1,Ford Puma
21,6,231,110,3039,15,2018,1,audi A4
20,8,262,110,3221,13.5,2018,1,BMW 7 Series
13,8,302,129,3169,12,2018,1,Ford C-MAX
29,4,97,75,2171,16,2018,3,audi Q5
23,4,140,83,2639,17,2018,1,BMW 2 Series
20,6,232,100,2914,16,2018,1,Ford Ka+
23,4,140,78,2592,18.5,2018,1,audi A5
24,4,134,96,2702,13.5,2018,3,BMW X3
25,4,90,71,2223,16.5,2018,2,Ford Tourneo Custom
24,4,119,97,2545,17,2018,3,audi S4
18,6,171,97,2984,14.5,2018,1,BMW 4 Series
29,4,90,70,1937,14,2018,2,Ford B-MAX
19,6,232,90,3211,17,2018,1,vw T-Roc+II1196:I1216
23,4,115,95,2694,15,2018,2,Vauxhal Corsa
23,4,120,88,2957,17,2018,2,Vauxhal Astra
22,4,121,98,2945,14.5,2018,2,vw golf
25,4,121,115,2671,13.5,2018,2,vw polo
33,4,91,53,1795,17.5,2019,3,Ford Focus 
28,4,107,86,2464,15.5,2019,2,merc C Class
25,4,116,81,2220,16.9,2019,2,Toyota Yaris
25,4,140,92,2572,14.9,2019,1,Skoda Fabia
26,4,98,79,2255,17.7,2019,1,Toyota GT86
27,4,101,83,2202,15.3,2019,2,Skoda Octavia
17.5,8,305,140,4215,13,2019,1,Toyota Aygo
16,8,318,150,4190,13,2019,1,Mercedes C Class
15.5,8,304,120,3962,13.9,2019,1,Skoda Citigo
14.5,8,351,152,4215,12.8,2019,1,Mercedes A Class
22,6,225,100,3233,15.4,2019,1,Toyota Corolla
22,6,250,105,3353,14.5,2019,1,Skoda Yeti Outdoor
24,6,200,81,3012,17.6,2019,1,Toyota RAV4
22.5,6,232,90,3085,17.6,2019,1,Mercedes SLK
29,4,85,52,2035,22.2,2019,1,Skoda Superb
24.5,4,98,60,2164,22.1,2019,1,Hyundai Tucson
29,4,90,70,1937,14.2,2019,2,Mercede S Class
33,4,91,53,1795,17.4,2019,3,Skoda Kodiaq
20,6,225,100,3651,17.7,2019,1,Hyunda I10
18,6,250,78,3574,21,2019,1,Mercedes SL CLASS
18.5,6,250,110,3645,16.2,2019,1,Skoda Rapid
17.5,6,258,95,3193,17.8,2019,1,Hyunda I20
29.5,4,97,71,1825,12.2,2019,2,Mercedes G Class
32,4,85,70,1990,17,2019,3,Skoda Yeti
28,4,97,75,2155,16.4,2019,3,Hyunda IX35
26.5,4,140,72,2565,13.6,2019,1,Mercedes GLE Class
20,4,130,102,3150,15.7,2019,2,Skoda Fabia
13,8,318,150,3940,13.2,2019,1,Hyunda I40
19,4,120,88,3270,21.9,2019,2,Mercedes GLA Class
19,6,156,108,2930,15.5,2019,3,Skoda Scala
16.5,6,168,120,3820,16.7,2019,2,Hyundai Kona
16.5,8,350,180,4380,12.1,2019,1,Mercedes GLC Class
13,8,350,145,4055,12,2019,1,Skoda Karoq
13,8,302,130,3870,15,2019,1,Hyunda Veloster
13,8,318,150,3755,14,2019,1,Mercedes B Class
31.5,4,98,68,2045,18.5,2019,3,Skoda Kodiaq
30,4,111,80,2155,14.8,2019,1,Hyunda Ioniq
36,4,79,58,1825,18.6,2019,2,Mercedes E Class
25.5,4,122,96,2300,15.5,2019,1,Skoda Citigo
33.5,4,85,70,1945,16.8,2019,3,Hyundai I800
17.5,8,305,145,3880,12.5,2019,1,Mercedes CLA Class
17,8,260,110,4060,19,2019,1,Skoda Kamiq
15.5,8,318,145,4140,13.7,2019,1,Hyunda Santa Fe
15,8,302,130,4295,14.9,2019,1,Mercedes M Class
17.5,6,250,110,3520,16.4,2019,1,Mercedes V Class
20.5,6,231,105,3425,16.9,2019,1,Mercedes CL Class
19,6,225,100,3630,17.7,2019,1,audi A3
18.5,6,250,98,3525,19,2019,1,BMW 3 Series
16,8,400,180,4220,11.1,2019,1,Ford Fiesta
15.5,8,350,170,4165,11.4,2019,1,audi Q3
15.5,8,400,190,4325,12.2,2019,1,BMW 1 Series
16,8,351,149,4335,14.5,2019,1,Ford Kuga
29,4,97,78,1940,14.5,2019,2,audi A1
24.5,4,151,88,2740,16,2019,1,BMW 5 Series
26,4,97,75,2265,18.2,2019,3,Ford EcoSport
25.5,4,140,89,2755,15.8,2019,1,audi A6
30.5,4,98,63,2051,17,2019,1,BMW 6 Series
33.5,4,98,83,2075,15.9,2019,1,Ford Puma
30,4,97,67,1985,16.4,2019,3,audi A4
30.5,4,97,78,2190,14.1,2019,2,BMW 7 Series
22,6,146,97,2815,14.5,2019,3,Ford C-MAX
21.5,4,121,110,2600,12.8,2019,2,audi Q5
21.5,3,80,110,2720,13.5,2019,3,BMW 2 Series
43.1,4,90,48,1985,21.5,2019,2,Ford Ka+
36.1,4,98,66,1800,14.4,2019,1,audi A5
32.8,4,78,52,1985,19.4,2019,3,BMW X3
39.4,4,85,70,2070,18.6,2019,3,Ford Tourneo Custom
36.1,4,91,60,1800,16.4,2019,3,audi S4
19.9,8,260,110,3365,15.5,2019,1,BMW 4 Series
19.4,8,318,140,3735,13.2,2019,1,Ford B-MAX
20.2,8,302,139,3570,12.8,2019,1,vw T-Roc+II1196:I1216
19.2,6,231,105,3535,19.2,2019,1,Vauxhal Corsa
20.5,6,200,95,3155,18.2,2019,1,Vauxhal Astra
20.2,6,200,85,2965,15.8,2019,1,vw golf
25.1,4,140,88,2720,15.4,2019,1,vw polo
20.5,6,225,100,3430,17.2,2019,1,Ford Focus 
19.4,6,232,90,3210,17.2,2019,1,merc C Class
20.6,6,231,105,3380,15.8,2019,1,Toyota Yaris
20.8,6,200,85,3070,16.7,2019,1,Skoda Fabia
18.6,6,225,110,3620,18.7,2019,1,Toyota GT86
18.1,6,258,120,3410,15.1,2019,1,Skoda Octavia
19.2,8,305,145,3425,13.2,2019,1,Toyota Aygo
17.7,6,231,165,3445,13.4,2019,1,Mercedes C Class
18.1,8,302,139,3205,11.2,2019,1,Skoda Citigo
17.5,8,318,140,4080,13.7,2019,1,Mercedes A Class
30,4,98,68,2155,16.5,2019,1,Toyota Corolla
27.5,4,134,95,2560,14.2,2019,3,Skoda Yeti Outdoor
27.2,4,119,97,2300,14.7,2019,3,Toyota RAV4
30.9,4,105,75,2230,14.5,2019,1,Mercedes SLK
21.1,4,134,95,2515,14.8,2019,3,Skoda Superb
23.2,4,156,105,2745,16.7,2019,1,Hyundai Tucson
23.8,4,151,85,2855,17.6,2019,1,Mercede S Class
23.9,4,119,97,2405,14.9,2019,3,Skoda Kodiaq
20.3,5,131,103,2830,15.9,2019,2,Hyunda I10
17,6,163,125,3140,13.6,2019,2,Mercedes SL CLASS
21.6,4,121,115,2795,15.7,2019,2,Skoda Rapid
16.2,6,163,133,3410,15.8,2019,2,Hyunda I20
31.5,4,89,71,1990,14.9,2019,2,Mercedes G Class
29.5,4,98,68,2135,16.6,2019,3,Skoda Yeti
21.5,6,231,115,3245,15.4,2019,1,Hyunda IX35
19.8,6,200,85,2990,18.2,2019,1,Mercedes GLE Class
22.3,4,140,88,2890,17.3,2019,1,Skoda Fabia
20.2,6,232,90,3265,18.2,2019,1,Hyunda I40
20.6,6,225,110,3360,16.6,2019,1,Mercedes GLA Class
17,8,305,130,3840,15.4,2019,1,Skoda Scala
17.6,8,302,129,3725,13.4,2019,1,Hyundai Kona
16.5,8,351,138,3955,13.2,2019,1,Mercedes GLC Class
18.2,8,318,135,3830,15.2,2019,1,Skoda Karoq
16.9,8,350,155,4360,14.9,2019,1,Hyunda Veloster
15.5,8,351,142,4054,14.3,2019,1,Mercedes B Class
19.2,8,267,125,3605,15,2019,1,Skoda Kodiaq
18.5,8,360,150,3940,13,2019,1,Hyunda Ioniq
31.9,4,89,71,1925,14,2019,2,Mercedes E Class
34.1,4,86,65,1975,15.2,2019,3,Skoda Citigo
35.7,4,98,80,1915,14.4,2019,1,Hyundai I800
27.4,4,121,80,2670,15,2019,1,Mercedes CLA Class
25.4,5,183,77,3530,20.1,2019,2,Skoda Kamiq
23,8,350,125,3900,17.4,2019,1,Hyunda Santa Fe
27.2,4,141,71,3190,24.8,2019,2,Mercedes M Class
23.9,8,260,90,3420,22.2,2019,1,Mercedes V Class
34.2,4,105,70,2200,13.2,2019,1,Mercedes CL Class
34.5,4,105,70,2150,14.9,2019,1,audi A3
31.8,4,85,65,2020,19.2,2019,3,BMW 3 Series
37.3,4,91,69,2130,14.7,2019,2,Ford Fiesta
28.4,4,151,90,2670,16,2019,1,audi Q3
28.8,6,173,115,2595,11.3,2019,1,BMW 1 Series
26.8,6,173,115,2700,12.9,2019,1,Ford Kuga
33.5,4,151,90,2556,13.2,2019,1,audi A1
41.5,4,98,76,2144,14.7,2019,2,BMW 5 Series
38.1,4,89,60,1968,18.8,2019,3,Ford EcoSport
32.1,4,98,70,2120,15.5,2019,1,audi A6
37.2,4,86,65,2019,16.4,2019,3,BMW 6 Series
28,4,151,90,2678,16.5,2019,1,Ford Puma
26.4,4,140,88,2870,18.1,2019,1,audi A4
24.3,4,151,90,3003,20.1,2019,1,BMW 7 Series
19.1,6,225,90,3381,18.7,2019,1,Ford C-MAX
34.3,4,97,78,2188,15.8,2019,2,audi Q5
29.8,4,134,90,2711,15.5,2019,3,BMW 2 Series
31.3,4,120,75,2542,17.5,2019,3,Ford Ka+
37,4,119,92,2434,15,2019,3,audi A5
32.2,4,108,75,2265,15.2,2019,3,BMW X3
46.6,4,86,65,2110,17.9,2019,3,Ford Tourneo Custom
27.9,4,156,105,2800,14.4,2019,1,audi S4
40.8,4,85,65,2110,19.2,2019,3,BMW 4 Series
44.3,4,90,48,2085,21.7,2019,2,Ford B-MAX
43.4,4,90,48,2335,23.7,2019,2,vw T-Roc+II1196:I1216
36.4,5,121,67,2950,19.9,2019,2,Vauxhal Corsa
30,4,146,67,3250,21.8,2019,2,Vauxhal Astra
44.6,4,91,67,1850,13.8,2019,3,vw golf
40.9,4,85,125,1835,17.3,2019,2,vw polo
33.8,4,97,67,2145,18,2019,3,Ford Focus 
29.8,4,89,62,1845,15.3,2019,2,merc C Class
32.7,6,168,132,2910,11.4,2019,3,Toyota Yaris
23.7,3,70,100,2420,12.5,2019,3,Skoda Fabia
35,4,122,88,2500,15.1,2019,2,Toyota GT86
23.6,4,140,123,2905,14.3,2019,1,Skoda Octavia
32.4,4,107,72,2290,17,2019,3,Toyota Aygo
27.2,4,135,84,2490,15.7,2019,1,Mercedes C Class
26.6,4,151,84,2635,16.4,2019,1,Skoda Citigo
25.8,4,156,92,2620,14.4,2019,1,Mercedes A Class
23.5,6,173,110,2725,12.6,2019,1,Toyota Corolla
30,4,135,84,2385,12.9,2019,1,Skoda Yeti Outdoor
39.1,4,79,58,1755,16.9,2019,3,Toyota RAV4
39,4,86,64,1875,16.4,2019,1,Mercedes SLK
35.1,4,81,60,1760,16.1,2019,3,Skoda Superb
32.3,4,97,67,2065,17.8,2020,3,Hyundai Tucson
37,4,85,65,1975,19.4,2020,3,Mercede S Class
37.7,4,89,62,2050,17.3,2020,3,Skoda Kodiaq
34.1,4,91,68,1985,16,2020,3,Hyunda I10
34.7,4,105,63,2215,14.9,2020,1,Mercedes SL CLASS
34.4,4,98,65,2045,16.2,2020,1,Skoda Rapid
29.9,4,98,65,2380,20.7,2020,1,Hyunda I20
33,4,105,74,2190,14.2,2020,2,Mercedes G Class
34.5,4,100,133,2320,15.8,2020,2,Skoda Yeti
33.7,4,107,75,2210,14.4,2020,3,Hyunda IX35
32.4,4,108,75,2350,16.8,2020,3,Mercedes GLE Class
32.9,4,119,100,2615,14.8,2020,3,Skoda Fabia
31.6,4,120,74,2635,18.3,2020,3,Hyunda I40
28.1,4,141,80,3230,20.4,2020,2,Mercedes GLA Class
30.7,6,145,76,3160,19.6,2020,2,Skoda Scala
25.4,6,168,116,2900,12.6,2020,3,Hyundai Kona
24.2,6,146,120,2930,13.8,2020,3,Mercedes GLC Class
22.4,6,231,110,3415,15.8,2020,1,Skoda Karoq
26.6,8,350,105,3725,19,2020,1,Hyunda Veloster
20.2,6,200,88,3060,17.1,2020,1,Mercedes B Class
17.6,6,225,85,3465,16.6,2020,1,Skoda Kodiaq
28,4,112,88,2605,19.6,2020,1,Hyunda Ioniq
27,4,112,88,2640,18.6,2020,1,Mercedes E Class
34,4,112,88,2395,18,2020,1,Skoda Citigo
31,4,112,85,2575,16.2,2020,1,Hyundai I800
29,4,135,84,2525,16,2020,1,Mercedes CLA Class
27,4,151,90,2735,18,2020,1,Skoda Kamiq
24,4,140,92,2865,16.4,2020,1,Hyunda Santa Fe
23,4,151,130,3035,20.5,2020,1,Mercedes M Class
36,4,105,74,1980,15.3,2020,2,Mercedes V Class
37,4,91,68,2025,18.2,2020,3,Mercedes CL Class
31,4,91,68,1970,17.6,2020,3,audi A3
38,4,105,63,2125,14.7,2020,1,BMW 3 Series
36,4,98,70,2125,17.3,2020,1,Ford Fiesta
36,4,120,88,2160,14.5,2020,3,audi Q3
36,4,107,75,2205,14.5,2020,3,BMW 1 Series
34,4,108,70,2245,16.9,2020,3,Ford Kuga
38,4,91,67,1965,15,2020,3,audi A1
32,4,91,67,1965,15.7,2020,3,vw T-Roc+II1196:I1216
38,4,91,67,1995,16.2,2020,3,Vauxhal Corsa
25,6,181,110,2945,16.4,2020,1,Vauxhal Astra
38,6,262,85,3015,17,2020,1,vw golf
26,4,156,92,2585,14.5,2020,1,vw polo
22,6,232,112,2835,14.7,2020,1,Ford Focus 
32,4,144,96,2665,13.9,2020,3,merc C Class
36,4,135,84,2370,13,2020,1,Toyota Yaris
27,4,151,90,2950,17.3,2020,1,Skoda Fabia
27,4,140,86,2790,15.6,2020,1,Toyota GT86
44,4,97,52,2130,24.6,2020,2,Skoda Octavia
32,4,135,84,2295,11.6,2020,1,Toyota Aygo
28,4,120,79,2625,18.6,2020,1,Mercedes C Class
31,4,119,82,2720,19.4,2020,1,Skoda Citigo
18,8,307,130,3504,12.1,2020,1,Mercedes A Class
15,8,350,165,3693,11.6,2020,1,Toyota Corolla
18,8,318,150,3436,11.1,2020,1,Skoda Yeti Outdoor
16,8,304,150,3433,12.1,2020,1,Toyota RAV4
17,8,302,140,3449,10.6,2020,1,Mercedes SLK
15,8,429,198,4341,10.1,2020,1,Skoda Superb
14,8,454,220,4354,9.1,2020,1,Hyundai Tucson
14,8,440,215,4312,8.6,2020,1,Mercede S Class
14,8,455,225,4425,10.1,2020,1,Skoda Kodiaq
15,8,390,190,3850,8.6,2020,1,Hyunda I10
15,8,383,170,3563,10.1,2020,1,Mercedes SL CLASS
14,8,340,160,3609,8.1,2020,1,Skoda Rapid
15,8,400,150,3761,9.6,2020,1,Hyunda I20
14,8,455,225,3086,10.1,2020,1,Mercedes G Class
24,4,113,95,2372,15.1,2020,3,Skoda Yeti
22,6,198,95,2833,15.6,2020,1,Hyunda IX35
18,6,199,97,2774,15.6,2020,1,Mercedes GLE Class
21,6,200,85,2587,16.1,2020,1,Skoda Fabia
27,4,97,88,2130,14.6,2020,3,Hyunda I40
26,4,97,46,1835,20.6,2020,2,Mercedes GLA Class
25,4,110,87,2672,17.6,2020,2,Skoda Scala
24,4,107,90,2430,14.6,2020,2,Hyundai Kona
25,4,104,95,2375,17.6,2020,2,Mercedes GLC Class
26,4,121,113,2234,12.6,2020,2,Skoda Karoq
21,6,199,90,2648,15.1,2020,1,Hyunda Veloster
10,8,360,215,4615,14.1,2020,1,Mercedes B Class
10,8,307,200,4376,15.1,2020,1,Skoda Kodiaq
11,8,318,210,4382,13.6,2020,1,Hyunda Ioniq
9,8,304,193,4732,18.6,2020,1,Mercedes E Class
27,4,97,88,2130,14.6,2020,3,Skoda Citigo
28,4,140,90,2264,15.6,2020,1,Hyundai I800
25,4,113,95,2228,14.1,2020,3,Mercedes CLA Class
25,4,98,120,2046,19.1,2020,1,Skoda Kamiq
19,6,232,100,2634,13.1,2020,1,Hyunda Santa Fe
16,6,225,105,3439,15.6,2020,1,Mercedes M Class
17,6,250,100,3329,15.6,2020,1,Mercedes V Class
19,6,250,88,3302,15.6,2020,1,Mercedes CL Class
18,6,232,100,3288,15.6,2020,1,audi A3
14,8,350,165,4209,12.1,2020,1,BMW 3 Series
14,8,400,175,4464,11.6,2020,1,Ford Fiesta
14,8,351,153,4154,13.6,2020,1,audi Q3
14,8,318,150,4096,13.1,2020,1,BMW 1 Series
12,8,383,180,4955,11.6,2020,1,Ford Kuga
13,8,400,170,4746,12.1,2020,1,audi A1
13,8,400,175,5140,12.1,2020,1,BMW 5 Series
18,6,258,110,2962,13.6,2020,1,Ford EcoSport
22,4,140,72,2408,19.1,2020,1,audi A6
19,6,250,100,3282,15.1,2020,1,BMW 6 Series
18,6,250,88,3139,14.6,2020,1,Ford Puma
23,4,122,86,2220,14.1,2020,1,audi A4
28,4,116,90,2123,14.1,2020,2,BMW 7 Series
30,4,79,70,2074,19.6,2020,2,Ford C-MAX
30,4,88,76,2065,14.6,2020,2,audi Q5
31,4,71,65,1773,19.1,2020,3,BMW 2 Series
35,4,72,69,1613,18.1,2020,3,Ford Ka+
27,4,97,60,1834,19.1,2020,2,audi A5
26,4,91,70,1955,20.6,2020,1,BMW X3
24,4,113,95,2278,15.6,2020,3,Ford Tourneo Custom
25,4,97.5,80,2126,17.1,2020,1,audi S4
23,4,97,54,2254,23.6,2020,2,BMW 4 Series
20,4,140,90,2408,19.6,2020,1,Ford B-MAX
21,4,122,86,2226,16.6,2020,1,vw T-Roc+II1196:I1216
13,8,350,165,4274,12.1,2020,1,Vauxhal Corsa
14,8,400,175,4385,12.1,2020,1,Vauxhal Astra
15,8,318,150,4135,13.6,2020,1,vw golf
14,8,351,153,4129,13.1,2020,1,vw polo
17,8,304,150,3672,11.6,2020,1,Ford Focus 
11,8,429,208,4633,11.1,2021,1,merc C Class
13,8,350,155,4502,13.6,2021,1,Toyota Yaris
12,8,350,160,4456,13.6,2021,1,Skoda Fabia
13,8,400,190,4422,12.6,2021,1,Toyota GT86
19,3,70,97,2330,13.6,2021,3,Skoda Octavia
15,8,304,150,3892,12.6,2021,1,Toyota Aygo
13,8,307,130,4098,14.1,2021,1,Mercedes C Class
13,8,302,140,4294,16.1,2021,1,Skoda Citigo
14,8,318,150,4077,14.1,2021,1,Mercedes A Class
18,4,121,112,2933,14.6,2021,2,Toyota Corolla
22,4,121,76,2511,18.1,2021,2,Skoda Yeti Outdoor
21,4,120,87,2979,19.6,2021,2,Toyota RAV4
26,4,96,69,2189,18.1,2021,2,Mercedes SLK
22,4,122,86,2395,16.1,2021,1,Skoda Superb
28,4,97,92,2288,17.1,2021,3,Hyundai Tucson
23,4,120,97,2506,14.6,2021,3,Mercede S Class
28,4,98,80,2164,15.1,2021,1,Skoda Kodiaq
27,4,97,88,2100,16.6,2021,3,Hyunda I10
13,8,350,175,4100,13.1,2021,1,Mercedes SL CLASS
14,8,304,150,3672,11.6,2021,1,Skoda Rapid
13,8,350,145,3988,13.1,2021,1,Hyunda I20
14,8,302,137,4042,14.6,2021,1,Mercedes G Class
15,8,318,150,3777,12.6,2021,1,Skoda Yeti
12,8,429,198,4952,11.6,2021,1,Hyunda IX35
13,8,400,150,4464,12.1,2021,1,Mercedes GLE Class
13,8,351,158,4363,13.1,2021,1,Skoda Fabia
14,8,318,150,4237,14.6,2021,1,Hyunda I40
13,8,440,215,4735,11.1,2021,1,Mercedes GLA Class
12,8,455,225,4951,11.1,2021,1,Skoda Scala
13,8,360,175,3821,11.1,2021,1,Hyundai Kona
18,6,225,105,3121,16.6,2021,1,Mercedes GLC Class
